code,name,energy_kcal,protein_g,fat_g,carb_g,fiber_g,calcium_mg,iron_mg,sodium_mg,bdd_pct,state,group,cuisine,portion_g_cooked,aliases,note
idn-rempeyek-teri,Rempeyek Teri,500.0,18.0,29.0,41.0,2.5,350,3.0,750,100,Olahan,Jajanan & Gorengan,,25,Peyek Teri Rempeyek Ikan Teri,Anchovy Rice Flour Cracker · Peyek Teri Rempeyek Ikan Teri · 3 buah · Jawa Tengah/Ikan · src:Recipe calc · conf:medium
idn-sosis-solo,Sosis Solo,285.0,12.0,16.0,23.0,0.6,45,1.4,480,100,Olahan,Jajanan & Gorengan,,45,Sosis Solo Ayam Sosis Solo Goreng,Solo Beef Filled Crepe Roll · Sosis Solo Ayam Sosis Solo Goreng · 2 buah · Jawa Tengah/Jajanan · src:Recipe calc · conf:medium
idn-tahu-aci-tegal,Tahu Aci Tegal,240.0,9.0,12.0,24.0,1.0,120,1.4,450,100,Olahan,Jajanan & Gorengan,,55,Tahu Aci Tahu Kupat Aci Tegal,Tegal Tofu With Tapioca Topping · Tahu Aci Tahu Kupat Aci Tegal · 2 buah · Jawa Tengah/Tahu & Tempe · src:Recipe calc · conf:medium
idn-tahu-petis,Tahu Petis,212.0,9.5,14.0,12.0,1.4,140,1.8,600,100,Olahan,Jajanan & Gorengan,,60,Tahu Petis Semarang Tahu Pong Petis,Fried Tofu With Shrimp Paste · Tahu Petis Semarang Tahu Pong Petis · 2 potong · Jawa Tengah/Tahu & Tempe · src:Recipe calc · conf:medium
idn-tahu-pong,Tahu Pong,205.0,12.0,14.0,7.0,1.0,175,2.3,200,100,Olahan,Jajanan & Gorengan,,50,Tahu Kopong Tahu Pong Semarang,Hollow Puffed Fried Tofu · Tahu Kopong Tahu Pong Semarang · 3 buah · Jawa Tengah/Tahu & Tempe · src:Recipe calc · conf:medium
idn-tempe-kemul,Tempe Kemul,300.0,10.0,17.0,27.0,2.0,90,2.0,450,100,Olahan,Jajanan & Gorengan,,45,Tempe Kemul Wonosobo Tempe Mendoan Wonosobo,Turmeric Battered Fried Tempeh · Tempe Kemul Wonosobo Tempe Mendoan Wonosobo · 2 lembar · Jawa Tengah/Tahu & Tempe · src:Recipe calc · conf:medium
idn-timus,Timus,299.0,1.8,12.0,46.0,2.5,30,0.8,80,100,Olahan,Jajanan & Gorengan,,60,Kue Timus Timus Ubi,Fried Sweet Potato Fritter Roll · Kue Timus Timus Ubi · 2 buah · Jawa Tengah/Kue Basah · src:Recipe calc · conf:high
idn-bakso-bakar,Bakso Bakar,215.0,14.0,11.0,15.0,0.5,25,1.5,780,100,Olahan,Jajanan & Gorengan,,100,Bakso Bakar Pedas Manis Baso Bakar,Grilled Meatball Skewers · Bakso Bakar Pedas Manis Baso Bakar · 1 tusuk · Jawa Timur/Bakso · src:Recipe calc · conf:medium
idn-kue-widaran,Kue Widaran,466.0,4.5,20.0,67.0,1.2,25,1.0,120,100,Olahan,Jajanan & Gorengan,,35,Kue Widaran Ketan Widaran Gula,Sugar Glazed Fried Glutinous Snack · Kue Widaran Ketan Widaran Gula · 1 genggam · Jawa Timur/Kue Kering · src:Recipe calc · conf:medium
idn-lentho,Lentho,332.0,10.0,20.0,28.0,4.5,60,2.6,420,100,Olahan,Jajanan & Gorengan,,40,Lentho Kacang Tolo Lento,Fried Cowpea Fritter · Lentho Kacang Tolo Lento · 2 buah · Jawa Timur/Gorengan · src:Recipe calc · conf:medium
idn-mendol,Mendol,283.0,13.0,19.0,15.0,3.5,100,2.4,480,100,Olahan,Jajanan & Gorengan,,50,Mendol Tempe Menjes Mendol,Fried Fermented Tempeh Patty · Mendol Tempe Menjes Mendol · 1 buah · Jawa Timur/Tahu & Tempe · src:Recipe calc · conf:medium
idn-ote-ote,Ote-Ote,282.0,6.0,18.0,24.0,2.0,50,1.4,460,100,Olahan,Jajanan & Gorengan,,55,Bakwan Sayur Jawa Ote-Ote Udang Weci,Vegetable & Shrimp Fritter · Bakwan Sayur Jawa Ote-Ote Udang Weci · 1 buah · Jawa Timur/Gorengan · src:Recipe calc · conf:medium
idn-pentol-goreng,Pentol Goreng,275.0,10.0,15.0,25.0,0.6,30,1.2,680,100,Olahan,Jajanan & Gorengan,,60,Pentol Pentol Goreng Tusuk Pentol Krispi,Fried Tapioca Meatball Snack · Pentol Pentol Goreng Tusuk Pentol Krispi · 1 porsi · Jawa Timur/Bakso · src:Recipe calc · conf:medium
idn-sempol-ayam,Sempol Ayam,265.0,11.0,14.0,24.0,0.5,35,1.1,620,100,Olahan,Jajanan & Gorengan,,45,Sempol Sempol Ayam Malang,Chicken Tapioca Skewer · Sempol Sempol Ayam Malang · 1 tusuk · Jawa Timur/Ayam · src:Recipe calc · conf:medium
idn-tahu-walik,Tahu Walik,280.0,12.0,17.0,20.0,1.2,150,2.0,480,100,Olahan,Jajanan & Gorengan,,50,Tahu Walik Banyuwangi Tahu Walik Krispi,Inside-Out Fried Stuffed Tofu · Tahu Walik Banyuwangi Tahu Walik Krispi · 2 buah · Jawa Timur/Tahu & Tempe · src:Recipe calc · conf:medium
idn-kerupuk-basah,Kerupuk Basah,182.0,9.0,2.0,32.0,0.5,25,0.7,450,100,Olahan,Jajanan & Gorengan,,100,Kerupuk Basah Putussibau Temet,Kapuas Hulu Steamed Fish & Sago Roll · Kerupuk Basah Putussibau Temet · 1 porsi · Kalimantan Barat/Ikan · src:Recipe calc · conf:medium
idn-pengkang,Pengkang,212.0,4.5,6.5,34.0,1.0,40,0.8,300,100,Olahan,Jajanan & Gorengan,,80,Pengkang Kalbar Pengkang Peniti,Grilled Glutinous Rice Cone With Dried Shrimp · Pengkang Kalbar Pengkang Peniti · 2 buah · Kalimantan Barat/Jajanan · src:Recipe calc · conf:medium
idn-sotong-pangkong,Sotong Pangkong,288.0,60.0,4.0,3.0,0.2,90,3.0,2200,100,Olahan,Jajanan & Gorengan,,40,Cumi Pangkong Sotong Pangkong Pontianak,Pounded Grilled Dried Squid · Cumi Pangkong Sotong Pangkong Pontianak · 1 porsi · Kalimantan Barat/Seafood · src:Recipe calc · conf:medium
idn-gaguduh-pisang,Gaguduh Pisang,266.0,2.5,12.0,37.0,2.0,20,0.7,90,100,Olahan,Jajanan & Gorengan,,55,Gagauk Pisang Gaguduh,Banjarese Battered Fried Banana · Gagauk Pisang Gaguduh · 1 buah · Kalimantan Selatan/Gorengan · src:Recipe calc · conf:high
idn-kue-cincin,Kue Cincin,397.0,3.5,15.0,62.0,1.5,30,1.2,70,100,Olahan,Jajanan & Gorengan,,30,Kue Cincin Banjar Wadai Cincin,Fried Palm Sugar Ring Cake · Kue Cincin Banjar Wadai Cincin · 1 buah · Kalimantan Selatan/Gorengan · src:Recipe calc · conf:medium
idn-untuk-untuk,Untuk-Untuk,379.0,5.5,17.0,51.0,2.5,30,1.4,150,100,Olahan,Jajanan & Gorengan,,45,Untuk Untuk Wadai Untuk-Untuk,Fried Twisted Dough With Sweet Coconut Filling · Untuk Untuk Wadai Untuk-Untuk · 1 buah · Kalimantan Selatan/Gorengan · src:Recipe calc · conf:medium
idn-amplang,Amplang,478.0,12.0,26.0,49.0,0.8,60,1.5,900,100,Olahan,Jajanan & Gorengan,,30,Amplang Kuku Macan Kerupuk Amplang,Fried Mackerel Fish Crackers · Amplang Kuku Macan Kerupuk Amplang · 1 bungkus kecil · Kalimantan Timur/Keripik & Kerupuk · src:Recipe calc · conf:high
idn-choi-pan,Choi Pan,175.0,4.0,4.5,29.0,1.8,30,0.9,380,100,Olahan,Jajanan & Gorengan,,30,Chai Kue Chai Kwe Choipan,Steamed Jicama & Chive Dumpling · Chai Kue Chai Kwe Choipan · 1 buah · Kepulauan Bangka Belitung/Jajanan · src:Recipe calc · conf:medium
idn-getas,Getas,385.0,8.0,14.0,57.0,0.5,35,1.0,450,100,Olahan,Jajanan & Gorengan,,25,Getas Bangka Kretek Getas,Bangka Fried Sago Fishball With Sugar Coating · Getas Bangka Kretek Getas · 1 buah · Kepulauan Bangka Belitung/Gorengan · src:Recipe calc · conf:low
idn-kemplang-bangka,Kemplang Bangka,460.0,13.0,20.0,57.0,0.5,50,1.3,800,100,Olahan,Jajanan & Gorengan,,20,Kemplang Goreng Bangka Kerupuk Bangka,Fried Bangka Mackerel Cracker · Kemplang Goreng Bangka Kerupuk Bangka · 3 keping · Kepulauan Bangka Belitung/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-otak-otak-bangka,Otak-Otak Bangka,165.0,10.5,8.0,13.0,0.4,35,0.9,540,100,Olahan,Jajanan & Gorengan,,30,Otak Otak Bangka Otak-Otak Ikan Tenggiri,Bangka Grilled Fish Paste Parcel · Otak Otak Bangka Otak-Otak Ikan Tenggiri · 1 buah · Kepulauan Bangka Belitung/Ikan · src:Recipe calc · conf:medium
idn-keripik-pisang-cokelat-lampung,Keripik Pisang Cokelat Lampung,510.0,3.0,27.0,63.0,3.0,35,1.0,110,100,Olahan,Jajanan & Gorengan,,30,Keripik Pisang Manis Kripik Pisang Coklat,Lampung Chocolate Banana Chips · Keripik Pisang Manis Kripik Pisang Coklat · 1 genggam · Lampung/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-keripik-pisang-lampung,Keripik Pisang Lampung,500.0,2.0,26.0,63.0,3.5,20,0.9,120,100,Olahan,Jajanan & Gorengan,,30,Keripik Pisang Asin Kripik Pisang Lampung,Lampung Salted Banana Chips · Keripik Pisang Asin Kripik Pisang Lampung · 1 genggam · Lampung/Keripik & Kerupuk · src:Recipe calc · conf:high
idn-bakso-goreng,Bakso Goreng,290.0,13.0,18.0,19.0,0.5,30,1.4,700,100,Olahan,Jajanan & Gorengan,,60,Bakso Goreng Sapi Baso Goreng,Deep Fried Meatballs · Bakso Goreng Sapi Baso Goreng · 5 buah · Nasional/Bakso · src:Recipe calc · conf:medium
idn-bakwan-jagung,Bakwan Jagung,300.0,5.5,16.5,33.0,2.5,30,1.0,380,100,Olahan,Jajanan & Gorengan,,45,Bakwan Jagung Manis Dadar Jagung Perkedel Jagung,Sweet Corn Fritter · Bakwan Jagung Manis Dadar Jagung Perkedel Jagung · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:high
idn-bakwan-tahu,Bakwan Tahu,270.0,7.5,15.5,25.0,1.6,90,1.4,380,100,Olahan,Jajanan & Gorengan,,55,Bakwan Isi Tahu Bakwan Tahu Goreng,Tofu Vegetable Fritter · Bakwan Isi Tahu Bakwan Tahu Goreng · 1 buah · Nasional/Tahu & Tempe · src:Recipe calc · conf:medium
idn-bakwan-udang,Bakwan Udang,295.0,9.0,17.0,26.0,1.5,55,1.2,480,100,Olahan,Jajanan & Gorengan,,50,Bakwan Udang Goreng Rempeyek Udang Tepung,Shrimp Fritter · Bakwan Udang Goreng Rempeyek Udang Tepung · 1 buah · Nasional/Seafood · src:Recipe calc · conf:medium
idn-berondong-jagung,Berondong Jagung,420.0,9.0,15.0,62.0,10.0,10,2.0,350,100,Olahan,Jajanan & Gorengan,,25,Jagung Berondong Popcorn Jagung,Popped Corn Snack · Jagung Berondong Popcorn Jagung · 1 mangkok kecil · Nasional/Kacang & Camilan · src:USDA analog · conf:high
idn-cakwe,Cakwe,380.0,8.0,20.0,42.0,1.5,40,2.0,620,100,Olahan,Jajanan & Gorengan,,50,Cakue Cakwe Goreng Youtiao,Chinese Fried Dough Stick · Cakue Cakwe Goreng Youtiao · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:high
idn-ceker-mercon,Ceker Mercon,210.0,19.0,12.0,6.0,0.5,90,1.2,780,100,Olahan,Jajanan & Gorengan,,100,Ceker Pedas Mercon Ceker Setan,Spicy Chicken Feet · Ceker Pedas Mercon Ceker Setan · 1 porsi · Nasional/Jajanan · src:Recipe calc · conf:medium
idn-corndog-mozarella,Corndog Mozarella,330.0,11.0,17.0,33.0,1.0,180,1.4,720,100,Olahan,Jajanan & Gorengan,,110,Corn Dog Mozarella Korean Corndog,Mozzarella Corn Dog · Corn Dog Mozarella Korean Corndog · 1 tusuk · Nasional/Jajanan · src:Recipe calc · conf:medium
idn-egg-roll-kue,Egg Roll Kue,468.0,6.0,20.0,66.0,0.8,35,1.3,120,100,Olahan,Jajanan & Gorengan,,30,Egg Roll Kue Egg Roll Semprong Telur,Crisp Rolled Egg Wafer · Egg Roll Kue Egg Roll Semprong Telur · 4 buah · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-emping-melinjo-goreng,Emping Melinjo Goreng,510.0,12.0,26.0,58.0,4.0,90,3.0,350,100,Olahan,Jajanan & Gorengan,,20,Emping Emping Goreng Krupuk Melinjo,Fried Melinjo Nut Cracker · Emping Emping Goreng Krupuk Melinjo · 1 genggam · Nasional/Gorengan · src:Recipe calc · conf:high
idn-emping-melinjo-manis-pedas,Emping Melinjo Manis Pedas,505.0,10.0,24.0,62.0,3.5,80,2.8,420,100,Olahan,Jajanan & Gorengan,,25,Emping Balado Emping Manis Pedas,Sweet Spicy Coated Melinjo Cracker · Emping Balado Emping Manis Pedas · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-jagung-bakar,Jagung Bakar,145.0,3.5,4.5,24.0,2.5,10,0.6,220,100,Olahan,Jajanan & Gorengan,,150,Jagung Bakar Manis Pedas Jagung Panggang,Grilled Sweet Corn · Jagung Bakar Manis Pedas Jagung Panggang · 1 buah · Nasional/Serealia & Umbi · src:Recipe calc · conf:high
idn-jagung-rebus,Jagung Rebus,110.0,3.5,1.3,22.0,2.5,8,0.5,15,100,Olahan,Jajanan & Gorengan,,130,Jagung Kukus Jagung Manis Rebus,Boiled Sweet Corn · Jagung Kukus Jagung Manis Rebus · 1 buah · Nasional/Serealia & Umbi · src:TKPI · conf:high
idn-jamur-tiram-goreng-tepung,Jamur Tiram Goreng Tepung,250.0,5.0,15.0,24.0,1.8,25,1.0,400,100,Olahan,Jajanan & Gorengan,,60,Jamur Crispy Goreng,Battered Fried Oyster Mushroom · Jamur Crispy Goreng · 1 porsi · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-jasuke,Jasuke,170.0,4.0,7.0,23.0,2.0,90,0.6,240,100,Olahan,Jajanan & Gorengan,,150,Jagung Serut Susu Keju Jagung Susu Keju,Sweet Corn With Milk & Cheese · Jagung Serut Susu Keju Jagung Susu Keju · 1 cup · Nasional/Jajanan · src:Recipe calc · conf:medium
idn-kacang-bawang,Kacang Bawang,585.0,24.0,45.0,21.0,7.0,60,2.5,350,100,Olahan,Jajanan & Gorengan,,30,Kacang Bawang Goreng Kacang Goreng Bawang,Garlic Fried Peanuts · Kacang Bawang Goreng Kacang Goreng Bawang · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:high
idn-kacang-disko,Kacang Disko,520.0,15.0,28.0,52.0,3.5,50,2.2,420,100,Olahan,Jajanan & Gorengan,,30,Kacang Disko Renyah Kacang Kribo,Crunchy Coated Fried Peanuts · Kacang Disko Renyah Kacang Kribo · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kacang-koro-goreng,Kacang Koro Goreng,470.0,17.0,21.0,52.0,7.0,50,3.0,520,100,Olahan,Jajanan & Gorengan,,30,Kacang Koro Pedas Koro Goreng,Fried Jack Bean Snack · Kacang Koro Pedas Koro Goreng · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kacang-kulit-sangrai,Kacang Kulit Sangrai,565.0,25.0,44.0,18.0,8.0,55,2.2,380,100,Olahan,Jajanan & Gorengan,,30,Kacang Garuda Sangrai Kacang Kulit Kacang Sangrai,Roasted Peanuts In Shell · Kacang Garuda Sangrai Kacang Kulit Kacang Sangrai · 1 genggam · Nasional/Kue Kering · src:TKPI · conf:high
idn-kacang-polong-goreng,Kacang Polong Goreng,480.0,15.0,22.0,55.0,6.0,45,2.5,500,100,Olahan,Jajanan & Gorengan,,30,Kacang Ijo Goreng Kacang Polong Renyah,Fried Green Peas Snack · Kacang Ijo Goreng Kacang Polong Renyah · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kacang-sembunyi,Kacang Sembunyi,495.0,13.0,28.0,47.0,3.5,45,2.0,300,100,Olahan,Jajanan & Gorengan,,30,Kacang Sembunyi Goreng Kacang Umpet,Peanut Filled Fried Pastry Snack · Kacang Sembunyi Goreng Kacang Umpet · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kacang-telur,Kacang Telur,518.0,17.0,30.0,45.0,4.5,55,2.0,300,100,Olahan,Jajanan & Gorengan,,35,Kacang Atom Kacang Telor,Egg Batter Coated Fried Peanuts · Kacang Atom Kacang Telor · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:high
idn-kentang-goreng,Kentang Goreng,290.0,3.5,14.0,38.0,3.5,15,0.8,300,100,Olahan,Jajanan & Gorengan,,100,French Fries Kentang Goreng Renyah,French Fries · French Fries Kentang Goreng Renyah · 1 porsi · Nasional/Gorengan · src:USDA analog · conf:high
idn-kentang-spiral-goreng,Kentang Spiral Goreng,330.0,3.5,17.0,41.0,3.2,15,0.9,550,100,Olahan,Jajanan & Gorengan,,90,Kentang Spiral Tornado Potato,Fried Spiral Potato Skewer · Kentang Spiral Tornado Potato · 1 tusuk · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-keripik-jamur-crispy,Keripik Jamur Crispy,470.0,9.0,26.0,50.0,4.0,40,2.0,600,100,Olahan,Jajanan & Gorengan,,25,Jamur Crispy Kripik Jamur,Crispy Fried Mushroom Chips · Jamur Crispy Kripik Jamur · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-keripik-kentang-balado,Keripik Kentang Balado,530.0,5.0,30.0,58.0,3.5,20,1.4,600,100,Olahan,Jajanan & Gorengan,,30,Keripik Kentang Pedas Manis Kripik Kentang Balado,Spicy Chilli Potato Chips · Keripik Kentang Pedas Manis Kripik Kentang Balado · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-keripik-sukun,Keripik Sukun,500.0,3.0,26.0,63.0,4.0,25,0.8,350,100,Olahan,Jajanan & Gorengan,,30,Keripik Sukun Gurih Kripik Sukun,Breadfruit Chips · Keripik Sukun Gurih Kripik Sukun · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-keripik-tahu,Keripik Tahu,480.0,22.0,30.0,30.0,2.0,220,3.0,620,100,Olahan,Jajanan & Gorengan,,25,Keripik Tahu Pedas Kripik Tahu,Crispy Tofu Chips · Keripik Tahu Pedas Kripik Tahu · 1 genggam · Nasional/Tahu & Tempe · src:Recipe calc · conf:medium
idn-keripik-usus-ayam,Keripik Usus Ayam,495.0,20.0,30.0,36.0,1.0,50,2.0,700,100,Olahan,Jajanan & Gorengan,,25,Keripik Usus Crispy Kripik Usus,Crispy Fried Chicken Intestine · Keripik Usus Crispy Kripik Usus · 1 genggam · Nasional/Ayam · src:Recipe calc · conf:medium
idn-kerupuk-bawang,Kerupuk Bawang,495.0,5.0,24.0,64.0,0.8,20,0.9,920,100,Olahan,Jajanan & Gorengan,,20,Kerupuk Bawang Goreng Krupuk Bawang,Garlic Flavoured Cracker · Kerupuk Bawang Goreng Krupuk Bawang · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-kerupuk-putih,Kerupuk Putih,500.0,3.5,25.0,64.0,0.6,15,0.7,880,100,Olahan,Jajanan & Gorengan,,15,Kerupuk Aci Putih Kerupuk Uyel Krupuk Putih,Plain White Tapioca Cracker · Kerupuk Aci Putih Kerupuk Uyel Krupuk Putih · 1 genggam · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:high
idn-kerupuk-putih-goreng,Kerupuk Putih Goreng,500.0,2.0,25.0,63.0,0.5,20,0.5,900,100,Olahan,Jajanan & Gorengan,,15,Kerupuk Blek Kerupuk Kanji,Fried Plain Tapioca Crackers · Kerupuk Blek Kerupuk Kanji · 5 keping · Nasional/Gorengan · src:NilaiGizi · conf:medium
idn-kerupuk-udang,Kerupuk Udang,480.0,8.0,22.0,62.0,1.0,45,1.2,900,100,Olahan,Jajanan & Gorengan,,20,Kerupuk Udang Sidoarjo Krupuk Udang,Fried Prawn Cracker · Kerupuk Udang Sidoarjo Krupuk Udang · 1 genggam · Nasional/Seafood · src:Recipe calc · conf:high
idn-kue-bawang,Kue Bawang,498.0,7.0,27.0,57.0,1.8,30,1.6,600,100,Olahan,Jajanan & Gorengan,,30,Kue Bawang Goreng Kue Bawang Renyah Stik Bawang,Savoury Fried Garlic Cracker Sticks · Kue Bawang Goreng Kue Bawang Renyah Stik Bawang · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:high
idn-kue-keranjang-goreng,Kue Keranjang Goreng,388.0,4.0,14.0,61.0,0.6,25,0.9,90,100,Olahan,Jajanan & Gorengan,,70,Kue Keranjang Goreng Telur Nian Gao Goreng,Fried Battered Nian Gao · Kue Keranjang Goreng Telur Nian Gao Goreng · 2 potong · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-kue-kuping-gajah,Kue Kuping Gajah,470.0,6.0,21.0,64.0,1.5,35,1.6,180,100,Olahan,Jajanan & Gorengan,,40,Kue Kuping Gajah Coklat Kuping Gajah,Elephant Ear Spiral Fried Cookie · Kue Kuping Gajah Coklat Kuping Gajah · 6 buah · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kue-telur-gabus,Kue Telur Gabus,495.0,8.0,27.0,55.0,0.8,150,1.0,500,100,Olahan,Jajanan & Gorengan,,30,Kue Telor Gabus Telur Gabus Keju,Crunchy Cheese Puff Sticks · Kue Telor Gabus Telur Gabus Keju · 1 genggam · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-kulit-ayam-crispy,Kulit Ayam Crispy,480.0,20.0,40.0,12.0,0.4,20,1.2,620,100,Olahan,Jajanan & Gorengan,,50,Kriuk Kulit Ayam Kulit Ayam Goreng Krispi,Crispy Fried Chicken Skin · Kriuk Kulit Ayam Kulit Ayam Goreng Krispi · 1 porsi · Nasional/Ayam · src:Recipe calc · conf:medium
idn-martabak-telur-mini,Martabak Telur Mini,300.0,10.0,19.0,22.0,1.0,40,1.6,620,100,Olahan,Jajanan & Gorengan,,35,Martabak Kecil Asin Martabak Mini Telur,Mini Savoury Egg Martabak · Martabak Kecil Asin Martabak Mini Telur · 2 buah · Nasional/Telur · src:Recipe calc · conf:medium
idn-mie-lidi,Mie Lidi,490.0,8.0,25.0,57.0,1.8,20,1.6,880,100,Olahan,Jajanan & Gorengan,,25,Mi Lidi Mie Lidi Pedas,Fried Stick Noodle Snack · Mi Lidi Mie Lidi Pedas · 1 bungkus kecil · Nasional/Mie & Bihun · src:Recipe calc · conf:medium
idn-nugget-ayam-goreng,Nugget Ayam Goreng,295.0,14.0,18.0,19.0,0.8,30,1.0,600,100,Olahan,Jajanan & Gorengan,,60,Chicken Nugget Goreng Naget Ayam,Fried Chicken Nuggets · Chicken Nugget Goreng Naget Ayam · 5 buah · Nasional/Ayam · src:USDA analog · conf:high
idn-onde-onde-ketawa,Onde-Onde Ketawa,436.0,6.0,20.0,58.0,1.8,100,2.0,90,100,Olahan,Jajanan & Gorengan,,45,Kue Ketawa Kue Tertawa Onde Ketawa,Laughing Sesame Cookie Balls · Kue Ketawa Kue Tertawa Onde Ketawa · 3 buah · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-otak-otak-bakar,Otak-Otak Bakar,185.0,11.0,9.0,15.0,0.4,40,0.9,580,100,Olahan,Jajanan & Gorengan,,40,Otak Otak Bakar Daun Otak-Otak Panggang,Grilled Fish Paste Parcel · Otak Otak Bakar Daun Otak-Otak Panggang · 2 buah · Nasional/Ikan · src:Recipe calc · conf:medium
idn-otak-otak-goreng,Otak-Otak Goreng,250.0,12.0,15.0,17.0,0.5,45,1.0,620,100,Olahan,Jajanan & Gorengan,,50,Otak Otak Goreng Ikan Otak-Otak Tenggiri Goreng,Fried Fish Paste Fritter · Otak Otak Goreng Ikan Otak-Otak Tenggiri Goreng · 2 buah · Nasional/Ikan · src:Recipe calc · conf:medium
idn-pastel-goreng,Pastel Goreng,320.0,6.5,18.0,33.0,1.8,35,1.3,420,100,Olahan,Jajanan & Gorengan,,60,Jalangkote Jawa Pastel Pastel Isi Sayur Telur,Fried Savoury Pastry Turnover · Jalangkote Jawa Pastel Pastel Isi Sayur Telur · 1 buah · Nasional/Roti & Pastry · src:Recipe calc · conf:high
idn-pastel-kering,Pastel Kering,494.0,6.5,28.0,55.0,1.6,30,1.8,350,100,Olahan,Jajanan & Gorengan,,40,Pastel Kering Abon Pastel Mini Kering,Mini Crisp Fried Savoury Pastry · Pastel Kering Abon Pastel Mini Kering · 6 buah · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-pisang-aroma,Pisang Aroma,355.0,4.0,18.0,44.0,1.8,30,1.0,150,100,Olahan,Jajanan & Gorengan,,40,Pisang Arum Piscok Aroma,Crispy Rolled Banana Spring Roll · Pisang Arum Piscok Aroma · 2 buah · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-pisang-coklat-goreng,Pisang Coklat Goreng,330.0,4.0,16.0,43.0,2.0,35,1.1,160,100,Olahan,Jajanan & Gorengan,,50,Pisang Coklat Piscok Piscok Goreng,Fried Banana Chocolate Roll · Pisang Coklat Piscok Piscok Goreng · 2 buah · Nasional/Gorengan · src:Recipe calc · conf:high
idn-pisang-goreng-crispy,Pisang Goreng Crispy,300.0,3.0,14.0,41.0,2.0,25,0.8,150,100,Olahan,Jajanan & Gorengan,,65,Pisang Crispy Pisang Goreng Renyah,Crispy Battered Fried Banana · Pisang Crispy Pisang Goreng Renyah · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:high
idn-pisang-goreng-kipas,Pisang Goreng Kipas,275.0,2.8,12.0,39.0,2.0,20,0.7,110,100,Olahan,Jajanan & Gorengan,,70,Pisang Goreng Pipih Pisang Kipas,Fan Shaped Fried Banana · Pisang Goreng Pipih Pisang Kipas · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-pisang-goreng-pasir,Pisang Goreng Pasir,315.0,4.0,15.0,42.0,2.2,30,1.0,180,100,Olahan,Jajanan & Gorengan,,60,Pisang Goreng Tepung Roti Pisang Pasir,Breadcrumb Coated Fried Banana · Pisang Goreng Tepung Roti Pisang Pasir · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-pisang-nugget,Pisang Nugget,320.0,4.5,15.0,42.0,2.0,40,1.0,190,100,Olahan,Jajanan & Gorengan,,80,Nugget Pisang Pisang Nugget Keju Coklat,Banana Nuggets With Topping · Nugget Pisang Pisang Nugget Keju Coklat · 1 porsi · Nasional/Gorengan · src:Recipe calc · conf:medium
idn-rempeyek-ebi,Rempeyek Ebi,505.0,17.0,29.0,43.0,2.2,300,2.8,800,100,Olahan,Jajanan & Gorengan,,25,Peyek Ebi Rempeyek Udang Kering,Dried Shrimp Rice Flour Cracker · Peyek Ebi Rempeyek Udang Kering · 3 buah · Nasional/Keripik & Kerupuk · src:Recipe calc · conf:medium
idn-risoles-mayo,Risoles Mayo,320.0,8.0,20.0,26.0,1.2,60,1.2,520,100,Olahan,Jajanan & Gorengan,,60,Risol Mayo Risol Mayo Sosis Risoles Mayonaise,Mayo Filled Fried Crepe Roll · Risol Mayo Risol Mayo Sosis Risoles Mayonaise · 1 buah · Nasional/Gorengan · src:Recipe calc · conf:high
idn-risoles-ragout-ayam,Risoles Ragout Ayam,285.0,8.5,17.0,24.0,1.2,65,1.2,480,100,Olahan,Jajanan & Gorengan,,60,Risol Risol Ayam Risol Ragout Risoles Risoles Ayam Sayur,Chicken Ragout Fried Crepe Roll · Risol Risol Ayam Risol Ragout Risoles Risoles Ayam Sayur · 1 buah · Nasional/Ayam · src:Recipe calc · conf:high
